"mnum","teamdate","team","date","goal","fkblock","fkgoal","fkmiss","fktarget","penblock","pengoal","penmiss","pentarget","shotibblock","shotibgoal","shotibmiss","shotibtarget","shotobblock","shotobgoal","shotobmiss","shotobtarget","assist","cornertaken","cross","keypass"
1046,"levante 20150228","levante",20150228,2,0,0,0,0,0,0,0,0,0,2,4,1,2,0,0,1,2,2,15,9
1047,"levante 20150404","levante",20150404,4,1,0,0,0,0,0,0,0,3,4,3,0,4,0,0,1,4,8,24,11
1048,"levante 20150306","levante",20150306,2,1,0,0,0,0,0,0,0,1,2,4,1,3,0,0,1,1,6,31,9
1049,"levante 20150417","levante",20150417,2,0,0,0,0,0,0,0,0,5,2,4,1,1,0,0,1,2,8,25,12
1050,"levante 20150407","levante",20150407,1,0,0,0,0,0,0,0,0,1,1,3,2,2,0,7,3,1,12,39,11
1051,"levante 20150201","levante",20150201,0,0,0,0,0,0,0,0,0,2,0,3,4,1,0,0,0,0,5,25,7
1052,"levante 20150103","levante",20150103,1,0,0,0,0,0,0,0,0,1,1,2,1,1,0,2,2,1,6,25,6
1053,"levante 20150118","levante",20150118,0,0,0,0,0,0,0,1,1,1,0,3,1,1,0,1,1,0,5,25,5
1054,"levante 20150510","levante",20150510,2,0,0,0,0,0,0,0,0,0,2,0,3,1,0,2,0,1,2,13,6
1055,"levante 20150523","levante",20150523,0,0,0,0,0,0,0,0,1,1,0,6,0,1,0,1,0,0,4,29,5
1056,"levante 20150501","levante",20150501,0,1,0,0,0,0,0,0,0,3,0,5,0,2,0,3,1,0,7,28,12
1057,"levante 20150428","levante",20150428,1,0,0,1,0,0,0,0,0,1,1,5,1,0,0,3,1,1,6,21,9
1058,"levante 20150425","levante",20150425,1,0,0,0,0,0,0,0,0,1,1,3,1,1,0,2,1,1,5,18,9
1059,"levante 20141129","levante",20141129,1,1,0,0,0,0,0,0,0,2,1,5,1,3,0,3,1,0,6,23,10
1060,"levante 20141024","levante",20141024,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,8,3
1061,"levante 20141123","levante",20141123,2,0,0,0,0,0,0,0,0,0,1,3,2,2,1,0,1,2,4,16,6
1062,"levante 20141018","levante",20141018,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,3,0,0,6,28,10
1063,"levante 20141220","levante",20141220,1,0,0,0,0,0,1,0,0,1,1,5,2,0,0,2,0,0,3,21,7
1064,"levante 20141109","levante",20141109,1,2,0,0,0,0,0,0,0,1,1,3,3,4,0,4,1,1,5,22,11
1065,"levante 20141208","levante",20141208,1,0,0,0,0,0,0,0,0,1,1,3,1,4,0,5,1,1,4,28,10
1066,"levante 20141102","levante",20141102,2,1,0,0,1,0,0,0,0,1,2,1,3,2,0,1,1,1,3,15,7
1067,"levante 20150109","levante",20150109,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,1,0,0,4,24,9
1068,"levante 20150517","levante",20150517,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,3,25,3
1069,"akhisar belediyespor 20150314","akhisar belediyespor",20150314,5,0,0,1,0,0,0,0,0,1,4,4,0,0,1,3,0,4,3,8,10
1070,"rizespor 20150103","rizespor",20150103,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,1,0,1,2,13,6
1071,"akhisar belediyespor 20150306","akhisar belediyespor",20150306,2,0,0,1,0,0,0,0,0,1,2,4,1,4,0,4,0,1,4,20,12
1072,"akhisar belediyespor 20150214","akhisar belediyespor",20150214,1,0,0,0,0,0,0,0,0,1,1,3,3,1,0,0,5,1,8,25,10
1073,"rizespor 20141228","rizespor",20141228,4,0,0,0,0,0,0,0,0,0,4,1,1,2,0,1,1,2,2,13,7
1074,"rizespor 20141222","rizespor",20141222,0,0,0,0,0,0,0,0,0,1,0,4,2,3,0,1,0,0,2,18,9
1075,"rizespor 20141215","rizespor",20141215,2,0,0,0,0,0,0,0,0,0,2,3,4,2,0,2,1,1,7,21,12
1076,"akhisar belediyespor 20150301","akhisar belediyespor",20150301,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,2,0,0,3,22,5
1077,"akhisar belediyespor 20150223","akhisar belediyespor",20150223,2,0,0,0,0,0,0,0,0,0,1,1,3,1,1,2,2,2,1,5,8
1078,"akhisar belediyespor 20150405","akhisar belediyespor",20150405,3,0,0,1,0,0,0,0,0,0,3,3,1,1,0,4,2,2,0,10,11
1079,"akhisar belediyespor 20150426","akhisar belediyespor",20150426,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,3,0,1,4,33,7
1080,"akhisar belediyespor 20150420","akhisar belediyespor",20150420,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,7,2,1,1,13,11
1081,"akhisar belediyespor 20150322","akhisar belediyespor",20150322,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,4,3,0,4,14,15
1082,"akhisar belediyespor 20150504","akhisar belediyespor",20150504,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,5,3,0,6,24,14
1083,"akhisar belediyespor 20150509","akhisar belediyespor",20150509,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,1,0,2,17,7
1084,"akhisar belediyespor 20150514","akhisar belediyespor",20150514,1,0,0,1,0,0,0,0,0,0,1,2,4,2,0,6,1,1,3,6,11
1085,"rizespor 20140829","rizespor",20140829,1,0,0,0,3,0,0,0,0,0,1,1,2,3,0,3,5,1,5,18,10
1086,"rizespor 20140928","rizespor",20140928,0,1,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,7,19,6
1087,"akhisar belediyespor 20150525","akhisar belediyespor",20150525,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,16,4
1088,"arsenal 20150802","arsenal",20150802,1,1,0,0,0,0,0,0,0,0,1,3,3,3,0,0,1,1,4,12,9
1089,"arsenal 20140913","arsenal",20140913,2,0,0,1,0,0,0,0,0,0,2,3,3,0,0,5,2,2,0,15,10
1090,"paris saint germain 20150320","paris saint germain",20150320,3,0,0,1,0,0,2,0,0,2,3,3,5,0,0,2,2,1,10,23,12
1091,"paris saint germain 20150315","paris saint germain",20150315,2,0,0,0,0,0,1,0,0,1,2,1,3,0,0,0,0,1,3,11,5
1092,"paris saint germain 20150307","paris saint germain",20150307,4,1,1,1,1,0,1,0,0,4,3,4,8,3,1,1,4,2,7,23,22
1093,"paris saint germain 20150523","paris saint germain",20150523,3,1,0,0,0,0,0,0,0,2,3,3,2,1,0,2,1,3,5,14,11
1094,"paris saint germain 20150428","paris saint germain",20150428,3,0,0,1,0,0,0,0,0,2,3,1,2,1,0,2,0,3,11,26,10
1095,"paris saint germain 20150503","paris saint germain",20150503,2,0,0,0,0,0,0,0,0,3,2,1,4,2,0,1,1,2,4,12,14
1096,"paris saint germain 20150516","paris saint germain",20150516,2,0,0,0,0,0,0,0,0,0,2,5,3,0,0,3,0,2,4,17,11
1097,"paris saint germain 20150508","paris saint germain",20150508,6,0,0,0,1,0,1,0,0,0,6,3,4,0,0,0,1,5,3,10,12
1098,"paris saint germain 20150418","paris saint germain",20150418,3,0,0,0,0,0,1,0,0,1,3,4,5,1,0,0,1,1,8,24,11
1099,"paris saint germain 20150110","paris saint germain",20150110,2,1,0,0,1,0,0,0,0,0,1,2,2,1,1,2,1,1,0,13,5
1100,"paris saint germain 20141121","paris saint germain",20141121,3,1,0,0,0,0,0,0,0,1,3,2,6,1,0,1,1,0,3,19,8
1101,"paris saint germain 20150301","paris saint germain",20150301,0,0,0,1,0,0,0,0,0,1,0,5,2,2,0,2,0,0,7,23,7
1102,"paris saint germain 20150221","paris saint germain",20150221,3,0,0,0,0,0,0,0,0,0,2,2,1,0,1,2,0,3,7,27,8
1103,"paris saint germain 20141101","paris saint germain",20141101,2,0,0,1,0,0,0,0,0,0,2,3,3,0,0,1,3,1,4,21,7
1104,"paris saint germain 20141129","paris saint germain",20141129,1,1,0,0,0,0,1,0,0,0,1,1,2,1,0,5,0,0,4,17,4
1105,"paris saint germain 20141025","paris saint germain",20141025,3,0,0,0,1,0,2,0,0,2,3,1,2,1,0,1,1,1,5,15,9
1106,"paris saint germain 20140927","paris saint germain",20140927,1,0,0,0,0,0,0,0,0,2,1,0,0,2,0,2,1,1,5,31,5
1107,"paris saint germain 20140924","paris saint germain",20140924,2,1,0,0,0,0,0,0,0,1,2,5,4,2,0,0,2,2,3,13,15
1108,"paris saint germain 20141017","paris saint germain",20141017,3,1,0,1,0,0,1,0,0,0,1,2,4,1,2,4,1,1,0,12,8
1109,"paris saint germain 20141005","paris saint germain",20141005,1,0,0,0,0,0,0,0,0,1,1,3,1,1,0,1,0,1,2,15,8
1110,"paris saint germain 20140831","paris saint germain",20140831,5,1,0,0,1,0,0,0,0,1,4,1,1,2,1,1,3,3,4,14,7
1111,"paris saint germain 20140822","paris saint germain",20140822,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,2,1,0,0,12,6
1112,"paris saint germain 20140808","paris saint germain",20140808,2,1,0,1,0,0,0,1,0,0,2,5,4,1,0,3,1,2,5,22,10
1113,"paris saint germain 20150130","paris saint germain",20150130,1,0,0,0,0,0,0,0,0,1,1,3,1,2,0,0,0,1,5,21,6
1114,"paris saint germain 20140913","paris saint germain",20140913,1,1,0,0,1,0,0,0,0,1,1,1,4,2,0,1,4,1,2,21,7
1115,"metz 20150404","metz",20150404,3,0,0,0,0,0,0,0,0,0,3,5,4,4,0,3,2,3,7,33,15
1116,"metz 20150321","metz",20150321,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,5,1,0,2,12,7
1117,"metz 20150314","metz",20150314,2,0,0,0,1,0,1,0,0,1,1,5,1,1,1,2,1,0,8,29,8
1118,"metz 20150523","metz",20150523,1,0,0,1,0,0,0,0,0,2,1,7,1,1,0,2,2,1,4,29,12
1119,"metz 20150428","metz",20150428,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,4,0,1,3,11,7
1120,"metz 20150501","metz",20150501,0,1,0,2,0,0,0,0,0,2,0,1,2,6,0,3,4,0,5,16,12
1121,"metz 20150516","metz",20150516,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,4,1,0,2,11,8
1122,"metz 20150425","metz",20150425,1,0,0,1,0,0,0,0,0,0,1,3,2,0,0,1,0,1,2,12,6
1123,"metz 20150509","metz",20150509,0,0,0,1,1,0,0,0,0,2,0,5,3,2,0,2,4,0,3,20,13
1124,"metz 20150418","metz",20150418,3,0,0,0,1,0,1,0,0,2,3,4,2,3,0,2,2,0,5,16,11
1125,"metz 20150125","metz",20150125,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,2,5,3
1126,"metz 20150111","metz",20150111,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,1,1,0,4,15,9
1127,"metz 20141121","metz",20141121,2,1,0,0,0,0,2,0,0,0,2,6,1,1,0,3,1,0,3,19,9
1128,"metz 20141220","metz",20141220,0,0,0,0,0,0,0,0,0,2,0,2,3,4,0,4,4,0,7,25,14
1129,"metz 20141108","metz",20141108,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,4,1,0,2,15,8
1130,"metz 20150117","metz",20150117,2,1,0,1,0,0,1,0,0,0,2,0,1,2,0,2,0,1,5,25,4
1131,"metz 20141101","metz",20141101,3,0,0,0,0,0,1,0,0,0,3,1,1,2,0,2,1,2,0,17,7
1132,"metz 20141129","metz",20141129,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,1,0,1,12,4
1133,"metz 20141213","metz",20141213,1,0,0,0,0,0,0,0,0,1,1,3,1,1,0,4,0,1,7,17,9
1134,"metz 20141207","metz",20141207,1,0,0,0,0,0,0,0,0,1,0,4,2,2,1,2,2,0,5,20,10
1135,"metz 20141203","metz",20141203,0,0,0,0,0,0,0,1,0,1,0,3,5,1,0,1,0,0,4,18,5
1136,"metz 20141026","metz",20141026,0,0,0,1,0,0,0,0,0,1,0,4,0,2,0,2,1,0,1,8,7
1137,"metz 20140920","metz",20140920,3,1,0,1,0,0,0,0,0,0,3,3,2,4,0,3,4,2,4,19,13
1138,"metz 20140927","metz",20140927,3,1,0,1,0,0,0,0,0,1,3,2,4,3,0,2,2,3,4,18,11
1139,"metz 20140924","metz",20140924,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,3,1,8,19,8
1140,"metz 20141004","metz",20141004,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,2,0,3,13,4
1141,"metz 20150307","metz",20150307,0,0,0,0,1,0,0,0,0,1,0,4,2,3,0,3,3,0,3,23,13
1142,"metz 20141018","metz",20141018,0,0,0,0,1,0,0,0,0,0,0,4,0,4,0,2,3,0,6,19,10
1143,"sampdoria 20150516","sampdoria",20150516,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,1,1,0,5,18,8
1144,"sampdoria 20150531","sampdoria",20150531,2,1,0,0,0,0,0,0,0,0,2,1,5,5,0,3,1,2,7,19,15
1145,"sampdoria 20150510","sampdoria",20150510,4,0,0,0,0,0,0,0,0,2,4,3,8,1,0,2,0,3,6,18,15
1146,"sampdoria 20150429","sampdoria",20150429,1,0,0,0,0,0,0,0,0,5,1,4,2,3,0,4,2,1,6,27,18
1147,"sampdoria 20150502","sampdoria",20150502,0,0,0,1,0,0,0,0,0,4,0,5,1,2,0,5,1,0,4,25,13
1148,"sampdoria 20150524","sampdoria",20150524,1,0,0,0,0,0,0,0,0,1,0,1,4,3,1,1,0,1,5,16,10
1149,"sampdoria 20150426","sampdoria",20150426,2,0,0,0,0,0,0,0,0,0,1,1,0,4,1,2,1,0,4,17,8
1150,"sampdoria 20150404","sampdoria",20150404,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,1,0,0,3,9,8
1151,"sampdoria 20150322","sampdoria",20150322,1,0,1,1,0,0,0,0,0,3,0,3,0,0,1,2,1,1,5,11,9
1152,"sampdoria 20150316","sampdoria",20150316,2,0,0,0,0,0,0,0,0,1,2,2,1,2,0,0,0,1,3,8,6
1153,"sampdoria 20150412","sampdoria",20150412,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,5,2,1,5,13,10
1154,"sampdoria 20150307","sampdoria",20150307,2,0,0,0,0,0,0,0,0,3,2,4,2,3,0,2,1,2,7,16,14
1155,"sampdoria 20150224","sampdoria",20150224,1,0,0,0,0,0,0,0,0,0,1,3,2,0,0,3,0,0,3,18,6
1156,"sampdoria 20150301","sampdoria",20150301,2,0,0,1,0,0,0,0,0,3,2,4,1,3,0,5,4,1,8,19,18
1157,"sampdoria 20150215","sampdoria",20150215,1,0,0,0,0,0,0,0,0,0,1,2,1,4,0,4,1,1,11,34,10
1158,"sampdoria 20150208","sampdoria",20150208,1,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,1,1,3,20,8
1159,"sampdoria 20150201","sampdoria",20150201,1,1,0,0,0,0,0,0,0,0,1,1,0,3,0,7,0,1,7,21,8
1160,"sampdoria 20150418","sampdoria",20150418,0,0,0,0,0,0,0,0,0,2,0,8,2,4,0,1,1,0,14,40,14
1161,"atalanta 20150517","atalanta",20150517,1,0,0,0,0,0,1,0,0,2,1,4,5,0,0,4,1,0,9,26,13
1162,"atalanta 20150530","atalanta",20150530,1,1,0,1,0,0,0,0,0,3,1,6,1,2,0,3,0,1,5,27,10
1163,"atalanta 20150510","atalanta",20150510,3,0,0,1,0,0,0,0,0,1,3,0,2,0,0,2,3,2,3,11,8
1164,"atalanta 20150503","atalanta",20150503,1,0,0,1,0,0,0,0,0,3,1,3,3,1,0,2,3,1,9,22,12
1165,"atalanta 20150524","atalanta",20150524,1,0,0,0,1,0,0,0,0,2,1,1,2,2,0,2,1,0,5,19,6
1166,"atalanta 20150404","atalanta",20150404,1,1,0,0,0,0,0,0,0,1,1,5,1,1,0,1,2,1,6,37,9
1167,"atalanta 20150322","atalanta",20150322,1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,2,1,1,5,10,7
1168,"atalanta 20150412","atalanta",20150412,2,0,0,1,0,0,1,0,0,1,2,3,2,0,0,2,1,1,2,8,9
1169,"atalanta 20150315","atalanta",20150315,0,0,0,0,0,0,0,0,0,3,0,3,3,2,0,6,2,0,5,30,15
1170,"atalanta 20150308","atalanta",20150308,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,3,1,0,4,19,6
1171,"atalanta 20150301","atalanta",20150301,1,0,0,0,0,0,0,0,0,3,1,6,1,2,0,0,1,1,5,30,13
1172,"atalanta 20150220","atalanta",20150220,1,1,0,0,0,0,0,0,0,1,1,1,2,1,0,5,0,1,5,16,8
1173,"atalanta 20150215","atalanta",20150215,1,0,0,0,0,0,0,0,0,2,1,3,0,1,0,1,1,1,6,21,7
1174,"atalanta 20150208","atalanta",20150208,2,0,0,0,0,0,0,0,0,2,2,4,2,0,0,2,0,2,7,23,10
1175,"atalanta 20150201","atalanta",20150201,2,1,0,0,0,0,0,0,0,1,2,5,2,1,0,1,2,2,13,48,13
1176,"atalanta 20150125","atalanta",20150125,0,0,0,0,0,0,0,0,0,3,0,3,1,1,0,6,2,0,3,30,14
1177,"atalanta 20150111","atalanta",20150111,1,0,0,0,0,0,0,0,0,4,0,2,1,3,1,2,3,0,9,32,10
1178,"atalanta 20150106","atalanta",20150106,2,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,3,2,2,13,6
1179,"atalanta 20150118","atalanta",20150118,1,1,0,0,0,0,0,0,0,1,1,3,1,3,0,3,3,1,4,8,12
1180,"atalanta 20141221","atalanta",20141221,3,0,0,0,0,0,1,0,0,0,3,1,2,3,0,3,1,0,3,33,6
1181,"atalanta 20141213","atalanta",20141213,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,3,14,6
1182,"atalanta 20141122","atalanta",20141122,1,0,0,1,0,0,0,0,0,2,1,2,1,0,0,3,0,1,3,26,5
1183,"atalanta 20141108","atalanta",20141108,0,1,0,1,0,0,0,0,0,1,0,1,1,4,0,2,0,0,4,12,6
1184,"atalanta 20141102","atalanta",20141102,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,6,22,3
1185,"atalanta 20141029","atalanta",20141029,1,1,0,0,0,0,0,0,1,0,1,1,0,2,0,2,1,1,4,13,3
1186,"atalanta 20141026","atalanta",20141026,0,0,0,0,0,0,0,0,0,3,0,4,2,1,0,3,1,0,7,39,10
1187,"atalanta 20140927","atalanta",20140927,0,0,0,0,0,0,0,1,0,0,0,2,1,3,0,4,0,0,2,15,7
1188,"atalanta 20140924","atalanta",20140924,0,0,0,0,0,0,0,0,1,1,0,3,0,3,0,4,2,0,11,34,11
1189,"atalanta 20140921","atalanta",20140921,0,1,0,0,1,0,0,0,0,2,0,6,1,3,0,7,5,0,4,21,18
1190,"atalanta 20140914","atalanta",20140914,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,2,7,17,7
1191,"atalanta 20150429","atalanta",20150429,2,0,0,2,0,0,0,0,0,2,2,2,2,1,0,4,3,0,3,26,11
1192,"atalanta 20141207","atalanta",20141207,3,0,0,0,0,0,0,0,0,1,3,6,4,1,0,4,0,1,4,36,15
1193,"rennes 20150412","rennes",20150412,1,0,0,0,0,0,0,0,0,1,1,3,4,1,0,1,0,1,7,21,10
1194,"rennes 20150404","rennes",20150404,3,0,0,0,0,0,0,0,0,0,3,1,1,1,0,2,2,3,2,4,9
1195,"rennes 20150321","rennes",20150321,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3,1,0,5,21,7
1196,"rennes 20150315","rennes",20150315,0,0,0,0,1,0,0,0,0,1,0,3,1,2,0,1,2,0,7,13,7
1197,"rennes 20150307","rennes",20150307,1,0,0,0,1,0,0,0,0,0,1,1,2,1,0,0,2,1,3,16,6
1198,"rennes 20150523","rennes",20150523,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,1,0,0,5,23,10
1199,"rennes 20150502","rennes",20150502,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,4,7,4
1200,"rennes 20150516","rennes",20150516,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,3,1,0,5,24,6
1201,"rennes 20150425","rennes",20150425,2,0,0,1,0,0,0,0,0,0,1,4,2,0,1,2,0,1,2,20,7
1202,"rennes 20150509","rennes",20150509,0,0,0,0,0,0,0,1,0,1,0,4,8,2,0,2,0,0,7,37,11
1203,"rennes 20150418","rennes",20150418,1,1,0,0,0,0,0,0,0,1,1,2,2,1,0,2,0,1,1,18,7
1204,"rennes 20150125","rennes",20150125,1,0,0,0,0,0,0,0,0,2,1,3,3,2,0,2,2,1,4,24,12
1205,"rennes 20150110","rennes",20150110,1,1,0,0,0,0,0,1,0,0,1,2,6,1,0,1,0,1,5,18,8
1206,"rennes 20141122","rennes",20141122,1,1,0,0,0,0,0,0,0,0,1,0,3,3,0,5,1,0,4,12,10
1207,"rennes 20141220","rennes",20141220,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,1,1,1,2,11,6
1208,"rennes 20141203","rennes",20141203,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,9,2
1209,"rennes 20141107","rennes",20141107,1,0,0,0,0,0,0,0,0,2,1,1,2,1,0,1,0,1,1,18,7
1210,"rennes 20150118","rennes",20150118,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,1,0,3,18,4
1211,"rennes 20150228","rennes",20150228,1,0,0,0,0,0,0,0,0,1,1,3,0,1,0,1,1,1,2,8,7
1212,"rennes 20150221","rennes",20150221,1,0,0,1,0,0,0,0,0,1,1,2,2,0,0,2,1,1,4,8,6
1213,"rennes 20141102","rennes",20141102,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,9,2
1214,"rennes 20141129","rennes",20141129,2,0,0,0,0,0,0,0,0,1,2,0,2,0,0,2,0,1,5,16,4
1215,"rennes 20150207","rennes",20150207,1,0,0,0,1,0,0,0,0,3,1,3,0,1,0,2,1,1,4,22,7
1216,"rennes 20141213","rennes",20141213,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,9,4
1217,"rennes 20141206","rennes",20141206,0,0,0,1,0,0,0,0,0,3,0,6,3,0,0,2,1,0,7,35,10
1218,"rennes 20150214","rennes",20150214,1,0,0,0,0,0,0,0,0,1,1,4,2,2,0,1,0,0,5,21,10
1219,"rennes 20150130","rennes",20150130,0,1,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,0,6,13,3
1220,"rennes 20141026","rennes",20141026,2,0,0,1,0,0,0,0,0,0,2,2,5,0,0,3,0,2,5,19,11
1221,"rennes 20140920","rennes",20140920,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,1,1,0,5,12,13
1222,"rennes 20140928","rennes",20140928,1,0,0,0,0,0,0,0,0,0,1,4,3,0,0,2,2,0,3,15,10
1223,"rennes 20140923","rennes",20140923,0,0,0,0,0,0,0,0,0,3,0,5,2,2,0,1,2,0,6,38,10
1224,"rennes 20141018","rennes",20141018,0,0,0,0,2,0,0,0,0,0,0,4,1,2,0,4,3,0,7,15,10
1225,"rennes 20140913","rennes",20140913,1,0,0,1,0,0,0,0,0,2,1,0,1,1,0,4,1,0,2,9,8
1226,"rennes 20140830","rennes",20140830,1,0,0,0,0,0,1,0,0,1,1,3,0,3,0,2,0,0,1,11,8
1227,"rennes 20140824","rennes",20140824,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,3,11,2
1228,"rennes 20140816","rennes",20140816,6,0,0,0,0,0,0,0,0,1,5,0,0,1,1,0,1,6,6,14,7
1229,"rennes 20140810","rennes",20140810,0,0,0,2,0,0,0,0,0,0,0,4,1,0,0,2,0,0,1,9,5
1230,"brighton 20150125","brighton",20150125,2,0,0,0,0,0,0,0,0,1,2,2,0,2,0,2,0,1,1,12,7
1231,"brighton 20150314","brighton",20150314,1,0,0,0,0,0,0,0,0,2,1,4,3,4,0,6,1,0,1,6,17
1232,"brighton 20150310","brighton",20150310,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,2,0,1,11,6
1233,"brighton 20141229","brighton",20141229,2,0,0,0,0,0,1,0,0,5,2,3,5,1,0,3,2,1,5,13,14
1234,"brighton 20150303","brighton",20150303,2,0,0,1,0,0,0,0,0,0,2,2,2,0,0,1,0,2,2,15,5
1235,"brighton 20150221","brighton",20150221,4,0,0,0,0,0,0,0,1,2,4,2,3,1,0,6,1,2,3,20,16
1236,"brighton 20150228","brighton",20150228,0,0,0,0,0,0,0,0,0,4,0,1,2,3,0,1,2,0,10,23,9
1237,"brighton 20150224","brighton",20150224,2,0,0,0,0,0,0,0,0,4,2,2,6,0,0,1,1,1,7,17,15
1238,"brighton 20150210","brighton",20150210,0,0,0,0,1,0,0,0,0,1,0,5,0,1,0,2,1,0,2,13,5
1239,"brighton 20150214","brighton",20150214,0,0,0,0,1,0,0,0,0,4,0,6,0,0,0,2,2,0,5,13,8
1240,"brighton 20150117","brighton",20150117,0,0,0,0,0,0,0,0,0,3,0,4,3,2,0,4,2,0,8,27,14
1241,"brighton 20150121","brighton",20150121,3,0,0,0,0,0,0,0,0,3,1,3,5,0,2,1,1,3,6,19,16
1242,"brighton 20150131","brighton",20150131,0,0,0,0,0,0,0,0,0,2,0,4,1,1,0,3,1,0,8,25,8
1243,"brighton 20150207","brighton",20150207,2,0,0,0,1,0,0,0,0,5,2,6,3,3,0,3,2,2,9,31,17
1244,"brighton 20150425","brighton",20150425,0,0,0,0,0,0,0,0,0,2,0,4,3,1,0,2,1,0,7,30,11
1245,"brighton 20150410","brighton",20150410,0,0,0,0,0,0,0,0,0,2,0,2,1,1,0,3,0,0,4,17,8
1246,"brighton 20150406","brighton",20150406,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,3,1,0,11,30,4
1247,"brighton 20150317","brighton",20150317,0,0,0,1,1,0,0,0,0,1,0,4,3,0,0,3,1,0,4,12,8
1248,"brighton 20150321","brighton",20150321,1,0,0,0,0,0,0,0,0,0,1,3,0,3,0,2,2,0,1,11,8
1249,"brighton 20141129","brighton",20141129,1,0,0,2,0,0,0,0,0,5,1,3,3,3,0,4,0,1,8,26,14
1250,"brighton 20141212","brighton",20141212,0,0,0,1,0,0,0,0,0,0,0,7,1,2,0,2,2,0,5,26,12
1251,"brighton 20141101","brighton",20141101,2,1,0,0,0,0,0,0,0,1,1,3,1,1,1,2,0,2,4,12,8
1252,"brighton 20141226","brighton",20141226,2,0,0,0,0,0,0,0,0,2,2,2,3,1,0,2,3,2,9,23,11
1253,"brighton 20141206","brighton",20141206,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,3,0,0,4,16,10
1254,"brighton 20141018","brighton",20141018,1,0,0,0,0,0,0,0,0,2,1,6,1,2,0,3,1,1,4,25,13
1255,"brighton 20141004","brighton",20141004,1,1,0,1,0,0,0,0,0,1,1,7,1,1,0,4,0,1,7,24,11
1256,"brighton 20140930","brighton",20140930,1,1,0,0,0,0,0,0,0,2,1,5,4,5,0,6,3,1,12,25,19
1257,"brighton 20141122","brighton",20141122,3,1,0,2,0,0,1,0,0,1,3,0,1,5,0,2,1,2,2,9,10
1258,"brighton 20140927","brighton",20140927,0,0,0,1,0,0,0,0,0,2,0,2,1,3,0,3,1,0,6,23,11
1259,"brighton 20141220","brighton",20141220,1,1,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,1,1,7,4
1260,"brighton 20141021","brighton",20141021,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,6,1,1,5,19,8
1261,"brighton 20141025","brighton",20141025,1,0,0,0,0,0,0,0,0,1,1,6,2,4,0,5,0,0,12,37,14
1262,"brighton 20140920","brighton",20140920,0,0,0,1,1,0,0,0,0,4,0,6,4,2,0,7,2,0,15,37,17
