"mnum","teamdate","team","date","goal","fkblock","fkgoal","fkmiss","fktarget","penblock","pengoal","penmiss","pentarget","shotibblock","shotibgoal","shotibmiss","shotibtarget","shotobblock","shotobgoal","shotobmiss","shotobtarget","assist","cornertaken","cross","keypass"
1263,"brighton 20140916","brighton",20140916,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,6,4,0,7,18,15
1264,"brighton 20140913","brighton",20140913,2,1,0,0,0,0,0,0,0,0,1,5,1,2,1,4,1,2,4,21,12
1265,"brighton 20140823","brighton",20140823,2,0,0,0,0,0,0,0,0,2,2,7,8,2,0,4,1,2,3,29,23
1266,"brighton 20140819","brighton",20140819,2,0,1,1,0,0,0,0,0,0,1,2,2,2,1,5,0,1,2,7,10
1267,"brighton 20140816","brighton",20140816,0,0,0,1,1,0,0,0,0,0,0,3,2,4,0,3,1,0,6,17,8
1268,"brighton 20140809","brighton",20140809,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,5,1,0,4,16,8
1269,"brighton 20150110","brighton",20150110,1,0,0,0,0,0,0,0,0,1,1,3,3,3,0,0,1,1,2,14,7
1270,"brighton 20140830","brighton",20140830,2,1,0,0,0,0,0,0,0,2,2,6,1,4,0,4,1,2,12,36,13
1271,"hjk 20141211","hjk",20141211,1,2,0,0,0,0,0,0,0,0,1,2,2,6,0,2,2,1,3,14,10
1272,"hjk 20141023","hjk",20141023,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,1,0,2,7,5
1273,"hjk 20141002","hjk",20141002,0,0,0,0,0,0,0,0,0,4,0,3,1,3,0,4,1,0,6,20,12
1274,"hjk 20141127","hjk",20141127,2,0,0,0,0,0,0,0,0,1,2,3,2,0,0,2,1,1,6,19,8
1275,"hjk 20140918","hjk",20140918,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,0,0,2,7,4
1276,"sc bastia 20150404","sc bastia",20150404,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,1,1,16,4
1277,"sc bastia 20150313","sc bastia",20150313,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4,0,0,1,8,2
1278,"sc bastia 20150307","sc bastia",20150307,2,0,0,0,0,0,0,0,0,3,2,3,2,0,0,1,3,2,10,40,11
1279,"sc bastia 20150502","sc bastia",20150502,1,0,0,0,0,0,0,0,0,2,1,2,3,1,0,2,0,1,2,25,8
1280,"sc bastia 20150425","sc bastia",20150425,2,0,0,0,0,0,0,0,0,0,2,4,2,2,0,2,1,1,3,20,9
1281,"sc bastia 20150418","sc bastia",20150418,1,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,4,24,4
1282,"sc bastia 20150415","sc bastia",20150415,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,4,13,5
1283,"lyon 20150111","lyon",20150111,3,0,0,0,0,0,0,0,0,0,3,1,2,1,0,1,0,2,2,9,6
1284,"lyon 20150117","lyon",20150117,2,0,0,0,0,0,1,0,0,1,2,1,2,0,0,2,1,0,1,5,5
1285,"sc bastia 20150228","sc bastia",20150228,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,1,1,0,8,25,8
1286,"sc bastia 20150221","sc bastia",20150221,2,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,4,16,5
1287,"sc bastia 20150207","sc bastia",20150207,2,0,0,0,0,0,1,0,0,1,1,2,6,1,1,1,1,0,2,20,9
1288,"sc bastia 20150214","sc bastia",20150214,2,1,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,2,3,8,5
1289,"lyon 20140921","lyon",20140921,1,0,0,0,2,0,0,0,0,1,1,1,1,1,0,0,4,1,2,9,7
1290,"lyon 20140928","lyon",20140928,1,0,0,0,0,0,0,0,0,1,1,2,4,1,0,1,0,1,3,11,7
1291,"lyon 20140831","lyon",20140831,1,0,0,0,0,0,0,0,0,2,1,2,3,4,0,4,1,1,4,24,12
1292,"lyon 20140824","lyon",20140824,0,1,0,0,0,0,0,0,0,1,0,4,3,4,0,2,2,0,5,34,13
1293,"lyon 20140816","lyon",20140816,1,2,0,0,0,0,0,0,0,2,1,4,2,4,0,5,0,1,4,21,11
1294,"sc bastia 20150509","sc bastia",20150509,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,2,1,1,7,4
1295,"lyon 20140810","lyon",20140810,2,1,0,0,0,0,1,0,0,1,2,3,3,3,0,5,2,1,5,18,11
1296,"west ham 20150106","west ham",20150106,1,0,0,0,0,0,0,0,0,4,1,5,3,1,0,1,1,1,15,39,15
1297,"west ham 20141018","west ham",20141018,3,0,0,0,0,0,0,0,0,4,3,5,4,3,0,3,0,3,7,27,18
1298,"west ham 20150228","west ham",20150228,1,0,0,0,1,0,0,0,0,3,0,7,3,3,1,2,3,1,11,35,19
1299,"west ham 20150524","west ham",20150524,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,17,3
1300,"west ham 20150118","west ham",20150118,3,0,0,1,0,0,0,0,0,2,3,3,3,2,0,3,1,2,4,23,12
1301,"west ham 20141213","west ham",20141213,1,0,0,0,1,0,0,0,0,2,0,6,4,3,1,2,2,1,8,31,15
1302,"west ham 20150110","west ham",20150110,1,0,0,0,1,0,0,0,0,0,1,4,1,1,0,1,3,1,5,27,9
1303,"west ham 20141129","west ham",20141129,1,0,0,0,0,0,0,0,0,2,1,2,0,1,0,4,2,1,6,26,9
1304,"west ham 20141005","west ham",20141005,2,0,0,0,0,0,0,0,0,0,2,5,2,3,0,0,0,1,7,30,7
1305,"west ham 20141025","west ham",20141025,2,1,0,0,0,0,0,0,0,1,2,4,2,1,0,2,0,2,4,19,7
1306,"west ham 20141108","west ham",20141108,0,1,0,0,0,0,0,0,0,4,0,7,5,5,0,0,0,0,13,49,17
1307,"west ham 20141122","west ham",20141122,1,0,0,0,0,0,0,0,0,2,0,6,2,0,1,3,0,1,5,45,12
1308,"west ham 20141101","west ham",20141101,2,0,0,1,0,0,0,0,0,3,2,2,0,1,0,2,0,2,2,9,7
1309,"west ham 20140816","west ham",20140816,0,0,0,0,0,0,0,1,0,3,0,6,3,1,0,4,1,0,8,28,13
1310,"west ham 20140927","west ham",20140927,1,0,0,0,0,0,0,0,0,3,1,4,4,1,0,0,0,0,10,39,8
1311,"west ham 20150125","west ham",20150125,1,0,0,0,0,0,0,0,0,4,1,2,2,1,0,2,1,1,2,21,11
1312,"west ham 20141226","west ham",20141226,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,2,0,0,6,22,5
1313,"west ham 20141228","west ham",20141228,1,0,0,0,0,0,0,0,0,1,1,5,0,0,0,4,3,1,7,41,10
1314,"west ham 20150404","west ham",20150404,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,2,2,1,6,28,12
1315,"west ham 20141220","west ham",20141220,2,0,0,0,0,0,0,0,0,3,1,5,0,0,1,0,0,1,9,22,7
1316,"west ham 20141207","west ham",20141207,3,0,0,0,0,0,0,0,0,3,3,1,5,2,0,1,0,3,7,35,13
1317,"west ham 20150214","west ham",20150214,0,0,0,2,0,0,0,0,0,1,0,2,2,0,0,3,0,0,3,14,6
1318,"west ham 20150222","west ham",20150222,2,0,0,0,0,0,0,0,1,3,2,0,3,0,0,4,0,2,9,24,10
1319,"west ham 20150131","west ham",20150131,0,1,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,7,17,5
1320,"west ham 20150208","west ham",20150208,1,0,0,0,0,0,0,0,0,1,1,4,3,0,0,2,2,0,9,25,8
1321,"west ham 20150314","west ham",20150314,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,1,0,0,5,17,3
1322,"west ham 20150425","west ham",20150425,0,0,0,0,1,0,0,0,1,1,0,3,0,0,0,2,2,0,6,13,5
1323,"west ham 20150411","west ham",20150411,1,0,1,0,0,0,0,0,0,1,0,4,1,2,1,1,1,0,4,21,8
1324,"west ham 20150509","west ham",20150509,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,0,0,6,19,5
1325,"west ham 20150502","west ham",20150502,1,0,0,0,0,0,1,0,0,5,1,7,4,9,0,1,2,0,13,43,20
1326,"west ham 20150304","west ham",20150304,0,0,0,1,0,0,0,0,0,4,0,4,4,3,0,2,1,0,5,28,12
1327,"west ham 20150419","west ham",20150419,0,0,0,0,0,0,0,0,0,2,0,3,2,1,0,0,1,0,3,9,6
1328,"west ham 20150321","west ham",20150321,1,0,0,0,0,0,0,0,0,5,1,4,1,2,0,0,2,1,6,42,13
1329,"west ham 20150101","west ham",20150101,1,0,0,0,1,0,0,0,0,2,1,1,2,0,0,1,1,1,0,25,7
1330,"west ham 20141202","west ham",20141202,2,0,0,0,0,0,0,0,0,2,2,0,2,3,0,1,2,1,3,14,7
1331,"konyaspor 20141018","konyaspor",20141018,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,4,1,0,1,22,8
1332,"konyaspor 20141103","konyaspor",20141103,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,0,6,25,4
1333,"konyaspor 20141109","konyaspor",20141109,2,0,0,1,0,0,0,0,0,1,2,1,0,2,0,7,2,1,2,12,12
1334,"konyaspor 20141213","konyaspor",20141213,0,0,0,0,0,0,0,0,0,2,0,3,4,2,0,3,3,0,4,14,16
1335,"konyaspor 20141004","konyaspor",20141004,1,0,0,1,0,0,1,0,0,1,1,6,3,3,0,3,4,0,8,24,15
1336,"konyaspor 20141128","konyaspor",20141128,0,0,0,0,2,0,0,0,0,0,0,3,3,3,0,5,4,0,5,26,13
1337,"konyaspor 20141024","konyaspor",20141024,0,0,0,0,0,0,0,0,0,2,0,3,3,1,0,1,0,0,5,22,10
1338,"konyaspor 20141206","konyaspor",20141206,2,1,0,0,0,0,0,0,0,0,2,3,0,1,0,5,0,1,4,17,7
1339,"konyaspor 20150313","konyaspor",20150313,2,0,0,0,0,0,1,0,0,0,2,4,0,1,0,4,4,1,4,21,10
1340,"konyaspor 20150208","konyaspor",20150208,1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,5,1,0,8,30,8
1341,"konyaspor 20150201","konyaspor",20150201,1,0,0,0,0,0,0,0,0,2,1,5,0,1,0,0,0,1,5,24,8
1342,"konyaspor 20150220","konyaspor",20150220,0,0,0,0,0,0,0,0,1,3,0,4,2,1,0,0,0,0,10,26,6
1343,"konyaspor 20150103","konyaspor",20150103,1,1,0,0,0,0,0,0,0,1,1,3,2,3,0,2,3,0,6,22,9
1344,"konyaspor 20150308","konyaspor",20150308,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,4,10,3
1345,"konyaspor 20150215","konyaspor",20150215,0,0,0,0,0,0,0,0,0,1,0,4,5,1,0,5,0,0,9,31,15
1346,"konyaspor 20141228","konyaspor",20141228,1,0,0,0,0,0,1,0,0,1,1,2,9,0,0,1,1,0,8,29,13
1347,"konyaspor 20141220","konyaspor",20141220,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,2,2,0,9,23,4
1348,"konyaspor 20150228","konyaspor",20150228,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,3,0,4,12,5
1349,"konyaspor 20150405","konyaspor",20150405,1,0,0,1,0,0,0,0,0,2,1,1,1,1,0,2,1,0,6,25,6
1350,"konyaspor 20150320","konyaspor",20150320,1,1,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,1,0,6,4
1351,"konyaspor 20150508","konyaspor",20150508,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,3,2,0,4,14,7
1352,"konyaspor 20150512","konyaspor",20150512,1,1,0,1,1,0,0,0,0,1,1,3,0,3,0,2,2,1,5,21,8
1353,"konyaspor 20140913","konyaspor",20140913,2,0,0,1,0,0,0,0,0,0,1,1,2,1,1,5,1,1,2,8,8
1354,"konyaspor 20140830","konyaspor",20140830,1,0,0,1,0,0,0,0,0,0,1,1,5,0,0,2,0,1,3,17,8
1355,"konyaspor 20150123","konyaspor",20150123,2,0,0,0,0,0,0,0,0,0,2,3,3,1,0,3,3,2,6,23,12
1356,"konyaspor 20150530","konyaspor",20150530,0,0,0,0,0,0,0,0,0,1,0,3,5,2,0,3,1,0,6,14,11
1357,"evian thonon gaillard 20141004","evian thonon gaillard",20141004,3,0,0,2,0,0,1,0,0,2,3,1,0,0,0,3,0,1,2,20,4
1358,"evian thonon gaillard 20140914","evian thonon gaillard",20140914,1,0,0,0,0,0,0,0,0,3,1,3,0,2,0,2,0,1,5,20,9
1359,"ac milan 20150321","ac milan",20150321,3,0,0,1,0,0,1,0,0,3,3,1,2,1,0,2,2,2,10,27,11
1360,"ac milan 20150316","ac milan",20150316,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,8,20,5
1361,"ac milan 20150228","ac milan",20150228,0,1,0,0,0,0,0,0,0,1,0,2,2,3,0,2,1,0,4,13,8
1362,"ac milan 20150215","ac milan",20150215,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,2,21,6
1363,"ac milan 20150207","ac milan",20150207,1,0,0,0,0,0,0,0,0,0,1,0,2,5,0,3,0,1,6,25,10
1364,"ac milan 20150201","ac milan",20150201,3,0,0,1,1,0,1,0,0,3,3,2,2,1,0,2,4,2,1,14,11
1365,"ac milan 20150124","ac milan",20150124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,7,0
1366,"ac milan 20150106","ac milan",20150106,1,0,0,0,0,0,0,0,0,1,1,1,2,2,0,4,1,0,9,26,9
1367,"ac milan 20150110","ac milan",20150110,1,1,0,0,0,0,1,0,0,0,1,2,0,2,0,3,0,0,0,7,4
1368,"ac milan 20141220","ac milan",20141220,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,4,0,2,10,6
1369,"ac milan 20141214","ac milan",20141214,2,0,0,0,0,0,0,0,0,2,2,3,0,1,0,2,1,2,3,11,12
1370,"ac milan 20141130","ac milan",20141130,2,0,0,1,0,0,1,0,0,4,2,3,2,2,0,3,2,1,7,32,13
1371,"ac milan 20141123","ac milan",20141123,1,0,0,2,0,0,0,0,0,3,1,1,2,0,0,3,0,1,7,21,7
1372,"ac milan 20141108","ac milan",20141108,2,0,0,0,0,0,1,0,0,2,1,0,0,1,1,4,1,1,5,16,7
1373,"ac milan 20141102","ac milan",20141102,0,1,0,0,1,0,0,0,0,0,0,6,1,2,0,3,2,0,4,33,9
1374,"ac milan 20141029","ac milan",20141029,1,0,0,0,0,0,0,0,0,2,0,1,0,3,1,4,2,1,4,18,8
1375,"ac milan 20141026","ac milan",20141026,1,0,0,0,0,0,0,0,0,2,1,3,1,4,0,4,0,1,5,18,13
1376,"ac milan 20141019","ac milan",20141019,3,0,0,0,0,0,0,0,0,1,3,3,3,1,0,2,0,2,5,12,9
1377,"ac milan 20141004","ac milan",20141004,2,0,1,0,0,0,0,0,0,5,0,9,1,3,2,1,1,0,9,31,17
1378,"ac milan 20140914","ac milan",20140914,5,0,0,0,0,0,1,0,0,1,5,2,3,0,0,1,0,2,4,12,8
1379,"ac milan 20140831","ac milan",20140831,3,0,0,0,0,0,1,0,1,0,3,1,1,0,0,2,0,2,0,4,4
1380,"ac milan 20150222","ac milan",20150222,2,0,0,0,0,0,1,0,0,0,1,3,1,3,1,5,0,1,7,28,10
1381,"ac milan 20140928","ac milan",20140928,1,0,0,0,1,0,0,0,0,0,1,3,1,3,0,1,2,1,9,30,8
1382,"evian thonon gaillard 20150307","evian thonon gaillard",20150307,1,0,0,0,0,0,0,0,0,0,1,1,4,2,0,2,1,1,6,25,8
1383,"evian thonon gaillard 20150523","evian thonon gaillard",20150523,2,0,0,0,0,0,0,0,0,0,2,5,2,0,0,1,4,1,8,16,9
1384,"evian thonon gaillard 20150502","evian thonon gaillard",20150502,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,0,3,14,6
1385,"evian thonon gaillard 20150516","evian thonon gaillard",20150516,1,0,0,0,0,0,0,0,0,2,1,5,1,0,0,5,1,1,8,29,12
1386,"evian thonon gaillard 20150425","evian thonon gaillard",20150425,1,0,0,0,0,0,0,0,0,1,1,3,1,1,0,5,0,1,6,28,8
1387,"evian thonon gaillard 20150509","evian thonon gaillard",20150509,2,1,1,0,1,0,0,0,0,2,1,1,1,3,1,0,1,1,2,20,6
1388,"evian thonon gaillard 20150125","evian thonon gaillard",20150125,1,1,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,1,5,14,5
1389,"evian thonon gaillard 20150107","evian thonon gaillard",20150107,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,6,22,6
1390,"evian thonon gaillard 20141221","evian thonon gaillard",20141221,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,2,16,6
1391,"evian thonon gaillard 20141108","evian thonon gaillard",20141108,1,0,1,1,0,0,0,0,0,1,0,5,1,0,1,2,0,0,3,20,7
1392,"evian thonon gaillard 20150118","evian thonon gaillard",20150118,2,0,0,1,0,0,0,0,0,0,1,1,1,0,1,3,0,1,4,15,4
1393,"evian thonon gaillard 20141101","evian thonon gaillard",20141101,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,3,1,0,5,21,3
1394,"evian thonon gaillard 20141130","evian thonon gaillard",20141130,2,0,1,0,0,0,0,0,0,0,1,2,0,0,1,4,1,1,4,21,5
1395,"evian thonon gaillard 20150207","evian thonon gaillard",20150207,0,0,0,0,0,0,0,0,0,2,0,1,1,1,0,0,3,0,5,31,7
1396,"evian thonon gaillard 20141213","evian thonon gaillard",20141213,2,1,0,0,0,0,0,0,0,2,2,1,3,1,0,1,1,2,3,22,7
1397,"evian thonon gaillard 20141207","evian thonon gaillard",20141207,2,0,1,0,0,0,0,0,0,0,1,3,0,0,1,1,0,1,1,8,4
1398,"evian thonon gaillard 20141203","evian thonon gaillard",20141203,2,0,1,1,1,0,0,0,0,0,1,2,1,0,1,2,1,1,2,9,4
1399,"evian thonon gaillard 20150214","evian thonon gaillard",20150214,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,2,2,10,7
1400,"evian thonon gaillard 20150131","evian thonon gaillard",20150131,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,7,2
1401,"evian thonon gaillard 20141025","evian thonon gaillard",20141025,0,1,0,1,0,0,0,0,0,2,0,2,0,2,0,3,0,0,2,26,6
1402,"evian thonon gaillard 20140919","evian thonon gaillard",20140919,1,0,0,0,0,0,0,0,0,2,1,2,1,0,0,2,0,1,7,29,6
1403,"evian thonon gaillard 20140927","evian thonon gaillard",20140927,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,1,2,3,14,4
1404,"evian thonon gaillard 20140924","evian thonon gaillard",20140924,2,0,0,1,0,0,0,0,0,2,2,4,0,2,0,3,1,1,4,23,11
1405,"evian thonon gaillard 20141018","evian thonon gaillard",20141018,0,0,0,0,1,0,0,0,0,0,0,2,3,1,0,4,1,0,4,26,7
1406,"evian thonon gaillard 20140830","evian thonon gaillard",20140830,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,0,7,27,5
1407,"evian thonon gaillard 20140822","evian thonon gaillard",20140822,0,0,0,1,1,0,0,0,0,3,0,1,0,2,0,1,2,0,5,15,5
1408,"evian thonon gaillard 20140809","evian thonon gaillard",20140809,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,4,1,0,5,16,9
1409,"evian thonon gaillard 20150110","evian thonon gaillard",20150110,1,0,0,0,0,0,0,0,1,2,1,1,1,0,0,3,1,1,6,21,8
1410,"evian thonon gaillard 20140816","evian thonon gaillard",20140816,2,0,0,0,0,0,0,0,0,1,2,3,0,0,0,2,1,1,1,23,6
1411,"stoke 20150809","stoke",20150809,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,1,0,3,19,4
1412,"queens park rangers 20150808","queens park rangers",20150808,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,4,3,0,11,27,5
1413,"arsenal 20150809","arsenal",20150809,0,1,0,0,0,0,0,0,0,5,0,5,5,4,0,2,1,0,5,33,17
1414,"west ham 20150809","west ham",20150809,2,0,0,0,0,0,0,0,0,0,1,2,1,2,1,0,1,1,4,6,7
1415,"sunderland 20151107","sunderland",20151107,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,4,0,0,3,14,4
1416,"sunderland 20151101","sunderland",20151101,2,0,0,0,0,0,0,0,0,3,2,0,6,2,0,1,3,2,1,14,12
1417,"sunderland 20151017","sunderland",20151017,0,0,0,0,0,0,0,0,0,2,0,1,1,4,0,0,1,0,5,19,8
1418,"sunderland 20151003","sunderland",20151003,2,0,0,0,0,0,0,0,0,2,1,2,1,2,1,3,0,2,1,8,9
1419,"sunderland 20150822","sunderland",20150822,1,2,0,0,0,0,0,0,0,0,1,2,1,3,0,3,0,1,3,16,7
1420,"stoke 20151024","stoke",20151024,0,1,0,0,0,0,0,0,0,1,0,3,0,2,0,5,0,0,11,26,8
1421,"stoke 20151003","stoke",20151003,1,0,0,0,0,0,0,0,0,3,1,3,1,0,0,1,3,1,5,16,12
1422,"stoke 20150926","stoke",20150926,2,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,1,2,3,15,6
1423,"stoke 20150919","stoke",20150919,2,0,0,0,1,0,0,0,0,1,2,2,0,1,0,3,2,1,3,26,8
1424,"stoke 20150912","stoke",20150912,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,2,2,0,1,7,6
1425,"stoke 20150829","stoke",20150829,0,1,0,0,1,0,0,0,0,0,0,1,2,3,0,4,3,0,6,18,8
1426,"stoke 20150822","stoke",20150822,1,0,0,0,0,0,0,0,0,0,1,3,0,1,0,1,0,1,0,8,5
1427,"stoke 20150815","stoke",20150815,2,0,0,1,0,0,1,0,0,1,2,4,4,1,0,2,1,1,3,22,11
1428,"queens park rangers 20151107","queens park rangers",20151107,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,3,1,0,5,21,5
1429,"queens park rangers 20151030","queens park rangers",20151030,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,0,1,13,6
1430,"queens park rangers 20151020","queens park rangers",20151020,0,0,0,0,0,0,0,0,0,5,0,5,1,2,0,6,1,0,5,28,17
1431,"queens park rangers 20151024","queens park rangers",20151024,3,0,0,1,0,0,0,0,0,3,3,4,3,3,0,3,1,3,11,36,16
1432,"queens park rangers 20151017","queens park rangers",20151017,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,2,2,1,2,14,6
1433,"queens park rangers 20151003","queens park rangers",20151003,4,0,0,0,0,0,0,0,0,1,2,3,4,3,2,1,2,3,4,22,14
1434,"queens park rangers 20150925","queens park rangers",20150925,0,0,0,0,0,0,0,0,0,2,0,1,1,2,0,0,1,0,2,13,6
1435,"queens park rangers 20150829","queens park rangers",20150829,1,0,0,1,0,0,0,0,0,0,1,4,1,0,0,3,0,1,2,16,6
1436,"queens park rangers 20150919","queens park rangers",20150919,1,0,0,1,0,0,0,0,0,0,1,1,1,2,0,3,1,1,4,17,6
1437,"queens park rangers 20150916","queens park rangers",20150916,2,0,0,1,0,0,0,0,0,1,2,5,2,4,0,4,0,1,11,28,10
1438,"queens park rangers 20150912","queens park rangers",20150912,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,3,0,1,4,17,9
1439,"queens park rangers 20150822","queens park rangers",20150822,4,0,0,1,0,0,1,0,0,1,3,3,0,0,1,5,1,3,5,20,12
1440,"queens park rangers 20150819","queens park rangers",20150819,3,1,0,1,1,0,0,0,0,1,1,0,2,4,2,5,5,3,2,13,15
1441,"queens park rangers 20150815","queens park rangers",20150815,2,0,0,0,0,0,0,0,0,0,2,3,4,4,0,3,0,2,9,20,14
1442,"las palmas 20151121","las palmas",20151121,1,0,0,2,0,0,0,0,0,2,1,4,5,0,0,5,1,1,7,15,12
1443,"las palmas 20151106","las palmas",20151106,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,2,2,2,0,9,8
1444,"las palmas 20151031","las palmas",20151031,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,1,1,3,10,7
1445,"las palmas 20151025","las palmas",20151025,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,6,20,3
1446,"las palmas 20151018","las palmas",20151018,0,0,0,1,0,0,0,0,0,0,0,2,1,5,0,6,2,0,1,10,12
1447,"las palmas 20151003","las palmas",20151003,0,1,0,1,1,0,0,0,0,1,0,5,2,2,0,6,2,0,3,20,12
1448,"las palmas 20150920","las palmas",20150920,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,2,1,0,3,11,7
1449,"las palmas 20150926","las palmas",20150926,1,0,0,1,0,0,0,0,0,1,1,1,3,0,0,2,2,1,4,8,9
1450,"las palmas 20150923","las palmas",20150923,2,1,0,0,0,0,0,0,0,0,2,2,1,5,0,1,1,2,5,11,9
1451,"las palmas 20150913","las palmas",20150913,3,0,0,0,0,0,0,0,0,0,3,2,1,0,0,3,1,2,2,5,7
1452,"las palmas 20150830","las palmas",20150830,0,0,0,0,0,0,0,0,0,2,0,3,1,2,0,7,1,0,3,13,10
1453,"las palmas 20150822","las palmas",20150822,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0,2,0,0,4,6,5
1454,"gfc ajaccio 20151122","gfc ajaccio",20151122,2,1,0,0,0,0,1,0,0,3,2,1,1,4,0,3,1,1,4,18,10
1455,"gfc ajaccio 20151128","gfc ajaccio",20151128,1,0,0,0,0,0,0,0,0,0,1,8,1,2,0,5,1,1,4,26,17
1456,"gfc ajaccio 20151202","gfc ajaccio",20151202,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,2,0,8,6
1457,"gfc ajaccio 20151107","gfc ajaccio",20151107,2,0,0,1,0,0,0,0,0,0,1,1,2,0,1,6,0,2,1,15,8
1458,"gfc ajaccio 20151031","gfc ajaccio",20151031,2,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,1,2,12,5
1459,"gfc ajaccio 20151024","gfc ajaccio",20151024,3,0,0,1,0,0,0,0,0,1,3,2,2,1,0,3,1,2,5,19,7
1460,"gfc ajaccio 20151003","gfc ajaccio",20151003,2,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,2,2,6,32,7
1461,"gfc ajaccio 20151017","gfc ajaccio",20151017,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,3,17,3
1462,"gfc ajaccio 20150926","gfc ajaccio",20150926,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,1,2,0,7,21,7
1463,"gfc ajaccio 20150923","gfc ajaccio",20150923,1,0,1,0,0,0,0,0,0,0,0,6,0,3,1,2,1,0,3,24,11
1464,"gfc ajaccio 20150919","gfc ajaccio",20150919,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,2,1,1,10,6
1465,"gfc ajaccio 20150913","gfc ajaccio",20150913,0,0,0,1,0,0,0,0,0,2,0,5,4,4,0,9,0,0,14,44,18
1466,"levante 20151127","levante",20151127,0,0,0,0,0,0,0,0,0,3,0,3,4,1,0,3,1,0,7,33,9
1467,"levante 20151122","levante",20151122,3,0,0,0,1,0,0,0,1,0,3,4,1,0,0,3,2,1,3,15,8
1468,"levante 20151107","levante",20151107,1,0,1,0,1,0,0,0,0,1,0,5,2,3,1,1,2,0,9,29,12
1469,"levante 20151031","levante",20151031,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,1,3,0,5,21,9
1470,"levante 20151025","levante",20151025,0,1,0,0,0,0,0,0,0,1,0,4,3,3,0,1,1,0,10,29,9
1471,"levante 20151017","levante",20151017,0,0,0,0,0,0,0,0,0,2,0,3,3,2,0,3,2,0,4,15,13
1472,"levante 20151004","levante",20151004,1,0,0,0,0,0,0,0,0,3,1,2,3,2,0,3,0,1,8,37,9
